commune_code,commune_libelle,quartier,region,departement,zone,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,repondant_sexe,repondant_age,repondant_statut,repondant_est_cm,cm_sexe,cm_age,cm_tranche_age,cm_type_enseignement,cm_niveau_instruction,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nationale,cm_alpha_autre_etrangere,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_liste,nb_sources,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_liste,nb_natures,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,responsable_evacuation,acces_benne_tasseuse,benne_usage_regulier,distance_point_collecte,benne_point_nettoyage,benne_heure_convient,frequence_benne,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,duree_quartier,existence_bacs_quartier,satisfaction_bacs,raison_insatisfaction_bacs,corbeilles_rue_presentes,satisfaction_emplacements_corbeilles,satisfaction_qualite_corbeilles,acces_depotoire_normalise,dep_sauvages_rue_freq,eaux_usees_rue_freq,depots_sauvages_observes,dernier_depot_sauvage,contact_UCG_pour_depot,satisfaction_reaction_UCG,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,set_setal,place_publique,gestionnaire_place_publique,salubrite_place_publique,marche_present,gestionnaire_marche,gestion_dechets_marche,connait_UCG,campagne_sensibilisation,organisateur_campagne,satisfait_campagne,suggestions_amelioration,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_liste,nb_maladies,aucune_maladie,nb_types_maladies_menage,maladie_liee_dechets
27,M'Bao,Petit Mbao,Dakar,Pikine,Région de Dakar (urbain),0,0,3,4,7.0,Locataire,Appartement,1,Moyen-bas,Femme,50.0,Femme ou Mari,Non,Homme,52.0,45-59 ans,École française,Supérieur,Oui,Oui,Non,Oui,Non,Oui,,,,,1,1,1,1,1,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Animaux domestiques | Entretien du logement | Commerce / activités de production,6,1,1,0,0,0,0,1,1,1,0,Plastiques | Papier / Carton | Métal | Excréments d'animaux | Médicaments,5,Sac,Non,"Dans la rue, près de la maison",Oui,Non,Non,,Ne connaît pas les modes de revente,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Éloignée,Oui,Non,Pas régulière,Mauvais,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Mauvais / Pas satisfait,Bon / Satisfait,Oui,"Non, jamais","Oui, très souvent","Oui, rarement",,,,0,1,0,0,1,0,0,Mouches | Vers,2,Non,,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Que les bennes viennent régulièrement,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
27,M'Bao,Petit mbao,Dakar,Pikine,Région de Dakar (urbain),1,4,2,1,8.0,Locataire,Appartement,1,Moyen-bas,Femme,17.0,Fils ou Fille,Non,Homme,45.0,45-59 ans,École coranique,,Non,Non,Ne sait pas,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,1,0,1,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Métal | Médicaments,7,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Une partie,Non,Oui — la totalité,,,Oui,Femme de ménage,Oui,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Oui, rarement","Oui, rarement",,,,1,1,1,0,1,0,0,Moustiques | Mouches | Cafards | Vers,4,Oui,Bon / Satisfait,Oui,Non,,,Oui,Mairie,Bon / Satisfait,Oui,Non,,,Rien d'autre que des encouragements,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
27,M'Bao,Petit Mbao,Dakar,Pikine,Région de Dakar (urbain),1,1,3,2,7.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,33.0,Femme ou Mari,Non,Homme,71.0,60 ans et plus,École coranique,,Oui,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,0,0,0,1,0,0,0,0,0,Plastiques | Déchets électroménagers,2,Seau / Bassine,Oui,Dans la parcelle,Oui,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,Non,,,,,,,Autre,Autre,Oui,Non,,,0.0,1 mois et plus,Non,,,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,1,1,0,0,Moustiques | Mouches | Cafards | Souris | Vers,5,Non,,Oui,Non,,,Oui,Mairie,Bon / Satisfait,Non,Non,,,"Augmenter les bennes, patience au lieu de collecte",1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
27,M'Bao,Petit Mbao,Dakar,Pikine,Région de Dakar (urbain),0,1,1,2,4.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,30.0,Frère ou Sœur,Non,Homme,35.0,35-44 ans,École arabe,Ne sait pas,Oui,Non,Oui,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,0,0,1,0,0,0,0,0,1,0,Restes d'aliments | Médicaments,2,Seau / Bassine,Oui,Dans la parcelle,Oui,Oui,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Conjoint du CM,Oui,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Mauvais / Pas satisfait,Bon / Satisfait,Oui,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,0,1,0,0,Moustiques | Mouches | Cafards | Vers,4,Non,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Augmenter les bennes,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
14,Diamaguène / Sicap M'Bao,CITE SOBOA,Dakar,Pikine,Région de Dakar (urbain),1,4,4,7,16.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,32.0,Autre parent,Non,Homme,68.0,60 ans et plus,École française,Primaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / Cuisine,1,0,1,0,0,0,0,0,0,0,0,Papier / Carton,1,Sac,Non,Dans la parcelle,Oui,Oui,Oui,Ferraille,,Une partie,Non,Oui — une partie,Non,Non,Oui,,Non,,,,,,,Autre,Autre,Oui,Non,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,0,1,0,0,Moustiques | Mouches | Cafards | Vers,4,Non,,Non,Non,,,Oui,NSP,Très mauvais / Pas du tout satisfait,Non,Non,,,"Un chef responsable qui gère cela.
Beaucoup plus d'organisation.
Un lieu fixe où tout ménage pourrait s'y référer pour déposer les ordures",1,0,0,0,1,1,0,0,0,Fièvre | Toux | Nausées ou vomissements,3,0,3,Oui
14,Diamaguène / Sicap M'Bao,CITE SOBOA,Dakar,Pikine,Région de Dakar (urbain),3,2,3,5,13.0,Propriétaire,Maison en étage,2,Moyen-haut,Homme,23.0,Fils ou Fille,Non,Homme,65.0,60 ans et plus,École arabe,Ne sait pas,Oui,Non,Oui,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Seau / Bassine,Non,"Dans la rue, loin de la maison",Oui,Oui,Oui,Ferraille,,La totalité,Non,Non,Non,Oui — une partie,Oui,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Oui,Bon / Satisfait,,Non,,,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,1,0,0,Moustiques | Mouches | Vers,3,Non,,Non,Non,,,Oui,Association du quartier,Très mauvais / Pas du tout satisfait,Oui,Non,,,OUTILLER LES RUES EN DEPOTOIRES,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
14,Diamaguène / Sicap M'Bao,CITE SOBOA,Dakar,Pikine,Région de Dakar (urbain),3,1,8,1,13.0,Propriétaire,Maison en étage,2,Moyen-haut,Homme,73.0,Chef de ménage,Oui,Homme,73.0,60 ans et plus,École coranique,,Non,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Oui,Non,,N'est pas intéressé,La totalité,Non,Non,Oui — une partie,Non,Oui,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, rarement",,,,0,1,0,0,1,0,0,Mouches | Vers,2,Non,,Non,Non,,,Oui,Mairie,Bon / Satisfait,Non,Non,,,"PASSER RÉGULIÈREMENT.
ET METTRE DES BACS À ORDURES",0,0,0,0,1,1,0,0,0,Toux | Nausées ou vomissements,2,0,2,Oui
14,Diamaguène / Sicap M'Bao,CITE SOBOA,Dakar,Pikine,Région de Dakar (urbain),0,0,3,1,4.0,Locataire,Maison en étage,1,Moyen-bas,Homme,24.0,Petit-fils / Petite-fille,Non,Homme,83.0,60 ans et plus,École coranique,,Non,Non,Oui,Oui,Non,Oui,,,,,0,1,0,0,0,0,0,Gestion du foyer (hors alimentation),1,0,1,0,0,0,0,0,0,0,0,Papier / Carton,1,Sac,Non,Dans la cuisine,Oui,Oui,Non,,N'est pas intéressé,Une partie,Non,Non,Non,Non,Non,Autre membre masculin de plus de 12 ans,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Non,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,METTRE DES BACS À ORDURES DANS LE QUARTIER,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui
14,Diamaguène / Sicap M'Bao,SICAP MBAO,Dakar,Pikine,Région de Dakar (urbain),2,2,1,4,9.0,Locataire,Appartement,1,Moyen-bas,Femme,,Fils ou Fille,Non,Homme,38.0,35-44 ans,École française,Secondaire,Oui,Non,Non,Oui,Non,Oui,,,,,0,1,0,0,0,0,0,Gestion du foyer (hors alimentation),1,0,1,0,0,0,0,0,0,0,0,Papier / Carton,1,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Une partie,Non,Non,Oui — une partie,Non,Oui,Autre membre féminin de plus de 12 ans,Oui,Oui,Proche,Non,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Plus de 7 jours,Non,,0,1,0,0,1,0,0,Mouches | Vers,2,Non,,Non,Oui,NSP,Bon / Satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Non,Non,,,METTRE DES BACS À ORDURES À CHAQUE LIEU DU QUARTIER,1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui
14,Diamaguène / Sicap M'Bao,SICAP MBAO,Dakar,Pikine,Région de Dakar (urbain),2,5,4,4,15.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,29.0,Gendre / Belle-fille,Non,Homme,44.0,35-44 ans,École française,Secondaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Oui,Oui,Ferraille,,Une partie,Non,Non,Oui — une partie,Oui — une partie,Oui,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Oui,Bon / Satisfait,Oui,Oui,NSP,Bon / Satisfait,Oui,Association du quartier,Très mauvais / Pas du tout satisfait,Non,Non,,,NETTOYER RÉGULIÈREMENT LES LIEUX DE DEPOTOIRES DES ORDURES,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
50,Yeumbeul Nord,Bene barak mb,Dakar,Pikine,Région de Dakar (urbain),3,1,4,4,12.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,50.0,Femme ou Mari,Non,Homme,70.0,60 ans et plus,École coranique,,Non,Oui,Non,Non,Non,Oui,,,,,1,1,1,1,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Animaux domestiques,4,1,1,1,0,1,0,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Excréments d'animaux,5,Poubelle spécialisée,Oui,Dans la parcelle,Non,Non,Non,,Ne connaît pas les modes de revente,Une partie,Oui — une partie,Non,Non,Non,Oui,Autre membre féminin de plus de 12 ans,Oui,Oui,Éloignée,Oui,Non,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Oui,Bon / Satisfait,1,1,0,1,1,1,0,Moustiques | Mouches | Souris | Vers | Rats,5,Non,,Non,Oui,Association du quartier,Bon / Satisfait,Oui,Les commerçants,Très mauvais / Pas du tout satisfait,Oui,Non,,,"EVITER DE CONSERVER LES ORDURES 
NON ENTRETIEN DES CANAUX",1,1,1,0,0,0,0,0,0,Fièvre | Asthme | Rhume,3,0,3,Oui
50,Yeumbeul Nord,Benn barak,Dakar,Pikine,Région de Dakar (urbain),3,4,4,2,13.0,Locataire,Maison en étage,1,Moyen-bas,Femme,38.0,Chef de ménage,Oui,Homme,46.0,45-59 ans,École française,Secondaire,Non,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,1,0,0,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Médicaments,5,Seau / Bassine,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Acceptable,Oui,Non,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Non,,,Oui,Mairie,Mauvais / Pas satisfait,Oui,Non,,,Veiller à l'entretien des maisons,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui
50,Yeumbeul Nord,Benn Barak,Dakar,Pikine,Région de Dakar (urbain),1,2,1,2,6.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,31.0,Femme ou Mari,Non,Homme,62.0,60 ans et plus,École française,Secondaire,Non,Non,Oui,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,1,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Métal | Médicaments,5,Seau / Bassine,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Oui,Non,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Non,,,Oui,NSP,Mauvais / Pas satisfait,Non,Non,,,ORGANISER DES 'SET SETAL',0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui
50,Yeumbeul Nord,Modou Ndiaye,Dakar,Pikine,Région de Dakar (urbain),0,2,2,3,7.0,Locataire,Maison basse,1,Moyen-bas,Femme,40.0,Sans parenté,Non,Homme,,,École française,Supérieur,Non,Non,Oui,Oui,Non,Oui,,,,,1,1,1,0,1,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Entretien du logement | Commerce / activités de production,5,1,1,1,0,0,0,0,1,1,0,Plastiques | Papier / Carton | Restes d'aliments | Excréments d'animaux | Médicaments,5,Sac,Non,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Éloignée,Oui,Non,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,1,1,1,0,Moustiques | Mouches | Souris | Vers | Rats,5,Non,,Non,Non,,,Oui,Mairie,Bon / Satisfait,Oui,Non,,,"MOYENS DE TRANSPORT 
ET AIDE DE L'ETAT",1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non
50,Yeumbeul Nord,Ben Barak,Dakar,Pikine,Région de Dakar (urbain),7,1,3,3,14.0,Propriétaire,Maison en étage,3,Élevé,Homme,68.0,Chef de ménage,Oui,Homme,68.0,60 ans et plus,Aucun,,Non,Non,Oui,Non,Non,Oui,,,,,1,1,1,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Entretien du logement,4,1,0,1,0,0,0,0,1,0,0,Plastiques | Restes d'aliments | Excréments d'animaux,3,Sac,Non,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Meilleure qualité,Oui,Oui,Entre 401 et 1 000 FCFA,Par mois,700.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Non,,,Oui,NSP,Mauvais / Pas satisfait,Oui,Non,,,RAS,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
50,Yeumbeul Nord,Ben barak,Dakar,Pikine,Région de Dakar (urbain),9,2,5,7,23.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,21.0,Sans parenté,Non,Homme,,,Aucun,,Non,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,1,0,0,0,0,1,0,Plastiques | Papier / Carton | Vêtements / Tissus | Médicaments,4,Sac,Oui,"Dans la rue, près de la maison",Non,Oui,Oui,Verre | Ferraille,,Une partie,Non,Non,Non,Non,Non,Femme de ménage,Oui,Oui,Éloignée,Non,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Non,,,Oui,Mairie,Bon / Satisfait,Oui,Non,,,AVOIR DES MOYENS DE TRANSPORT,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non
50,Yeumbeul Nord,Ben barak,Dakar,Pikine,Région de Dakar (urbain),0,2,6,2,10.0,Locataire,Maison basse,1,Moyen-bas,Femme,41.0,Femme ou Mari,Non,Homme,,,École coranique,,Oui,Oui,Non,Non,Non,Oui,,,,,1,1,1,0,1,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Entretien du logement | Commerce / activités de production,5,1,1,1,1,0,1,1,1,1,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts | Métal | Excréments d'animaux | Médicaments,8,Sac,Oui,Dans la parcelle,Oui,Non,Non,,Ne connaît pas les modes de revente,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Oui,Non,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,1,1,0,1,0,1,0,Moustiques | Mouches | Souris | Rats,4,Non,,Non,Non,,,Oui,Service privé,Bon / Satisfait,Oui,Non,,,RAS,1,1,0,1,0,0,0,0,0,Fièvre | Asthme | Sinusite,3,0,3,Oui
50,Yeumbeul Nord,Saldou gueye,Dakar,Pikine,Région de Dakar (urbain),2,1,3,4,10.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,53.0,Frère ou Sœur,Non,Homme,60.0,60 ans et plus,École française,Primaire,Oui,Non,Non,Non,Non,Oui,,,,,1,0,1,0,0,0,0,Consommation alimentaire / Cuisine | Élevage,2,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Sac,Non,Dans la parcelle,Non,Oui,Oui,Plastique,,Une partie,Non,Non,Oui — une partie,Non,Oui,Autre membre féminin de plus de 12 ans,Oui,Oui,Éloignée,Oui,Oui,Pas régulière,Mauvais,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Non, jamais","Oui, rarement",,,,1,0,0,0,1,0,0,Moustiques | Vers,2,Oui,Bon / Satisfait,Oui,Non,,,Non,,,Non,Non,,,Il faut commencer à se sensibiliser au niveau individuel,1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui
50,Yeumbeul Nord,Sicap,Dakar,Pikine,Région de Dakar (urbain),0,0,1,2,3.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,20.0,Fils ou Fille,Non,Homme,,,École arabe,Ne sait pas,Non,Ne sait pas,Oui,Non,Non,Oui,,,,,1,0,1,0,0,0,0,Consommation alimentaire / Cuisine | Élevage,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'est pas intéressé,Une partie,Non,Non,Non,Non,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Proche,Oui,Oui,Pas régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,Il faut venir au niveau des quartier,1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui
50,Yeumbeul Nord,Darou salam,Dakar,Pikine,Région de Dakar (urbain),3,1,5,3,12.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,32.0,Sans parenté,Non,Homme,,,Aucun,,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Non,,,,,1,0,0,0,0,0,0,Consommation alimentaire / Cuisine,1,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Une partie,Non,Non,Non,Non,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Très bon / Très satisfait,Oui,Non,,,Non,,,Non,Oui,Autre,Oui,,1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui
50,Yeumbeul Nord,Baba diallo,Dakar,Pikine,Région de Dakar (urbain),1,0,5,5,11.0,Locataire,Maison basse,1,Moyen-bas,Femme,27.0,Sans parenté,Non,Homme,,,Ne sait pas,,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Non,,,,,1,0,0,0,0,0,0,Consommation alimentaire / Cuisine,1,1,1,0,1,0,0,1,0,0,0,Plastiques | Papier / Carton | Vêtements / Tissus | Métal,4,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,La totalité,Non,Non,Non,Non,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
50,Yeumbeul Nord,Baba diallo,Dakar,Pikine,Région de Dakar (urbain),6,2,7,7,22.0,Locataire,Maison basse,1,Moyen-bas,Femme,53.0,Femme ou Mari,Non,Homme,71.0,60 ans et plus,École arabe,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Non,,,,,1,0,1,0,0,0,0,Consommation alimentaire / Cuisine | Élevage,2,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Une partie,Oui — une partie,Non,Non,Non,Oui,Femme de ménage,Oui,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,1,1,0,0,0,Moustiques | Mouches | Cafards | Souris,4,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,,1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui
50,Yeumbeul Nord,Bamba Diallo,Dakar,Pikine,Région de Dakar (urbain),2,5,2,3,12.0,Propriétaire,Maison basse,3,Élevé,Femme,42.0,Femme ou Mari,Non,Homme,59.0,45-59 ans,École française,Secondaire,Oui,Non,Non,Non,Non,Oui,,,,,1,0,1,0,0,0,0,Consommation alimentaire / Cuisine | Élevage,2,1,1,0,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Vêtements / Tissus,3,Sac,Non,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Une partie,Non,Non,Non,Non,Non,,Oui,Non,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Mauvais / Pas satisfait,Non,Non,,,,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
